,Agent,Home Type,Year Built,Address,Bedrooms,Bathrooms,Square Feet,Price,Sold Date,Sold Price
376,,single_family,2022.0,SW Silvertip St,3.0,3.0,,842000.0,,
377,,single_family,2022.0,SW Silvertip St,3.0,3.0,,843000.0,,
378,,single_family,1950.0,7315 SW Sylvan Ct,3.0,2.0,12197.0,695000.0,2017-07-28,495000.0
379,,single_family,1981.0,7935 SW Santolina Pl,4.0,2.0,8276.0,599000.0,2022-05-03,551900.0
380,,single_family,2022.0,8531 SW Hamilton Ter,3.0,3.0,,749950.0,,
381,,single_family,2004.0,273 NW 209th Ave,4.0,3.0,3049.0,564900.0,2017-06-30,355000.0
382,,single_family,1969.0,15590 NW Norwich Cir,3.0,2.0,8276.0,899900.0,2021-10-15,659000.0
383,,single_family,2002.0,17288 NW Gold Canyon Ln,4.0,3.0,4792.0,687500.0,2007-10-31,375000.0
384,,single_family,1959.0,8430 SW Katherine Ln,4.0,3.0,8276.0,699900.0,1983-07-01,92000.0
385,,single_family,2008.0,15793 NW Telshire Ln,4.0,3.0,6970.0,850000.0,2008-10-07,500000.0
386,,single_family,2022.0,8536 SW 176th Ave,5.0,3.0,,819950.0,,
387,,condos,1978.0,12980 SW 5th St,3.0,3.0,,375000.0,1983-11-01,61500.0
388,,condos,1978.0,6745 SW Scholls Ferry Rd Apt 7,2.0,2.0,,250000.0,2020-06-26,215000.0
389,,single_family,2022.0,66 SW Doubletop Dr,4.0,3.0,,684990.0,,
390,,single_family,2022.0,67 SW Doubletop Dr,4.0,3.0,,684990.0,,
391,,condos,2022.0,18 SW Buckhorn Dr,3.0,2.0,,489990.0,,
392,,single_family,1992.0,1121 SW Tobias Way,3.0,2.0,5227.0,500000.0,2014-04-18,210000.0
393,,single_family,1976.0,6890 SW Larkspur Pl,3.0,3.0,7405.0,614900.0,2017-09-12,348500.0
394,,single_family,1988.0,2120 NW 159th Pl,3.0,3.0,6534.0,624900.0,2020-05-05,479900.0
395,,single_family,1996.0,20589 SW Keylock Ln,3.0,3.0,4792.0,525000.0,2022-04-01,415000.0
396,,single_family,1993.0,7388 SW 173rd Pl,4.0,3.0,5227.0,519900.0,2020-04-24,379000.0
397,,single_family,1978.0,9085 SW Rebecca Ln,3.0,2.0,10454.0,599000.0,2018-03-09,413000.0
398,,single_family,2020.0,12335 SW 174th Ter,4.0,3.0,3920.0,850000.0,2020-04-10,597900.0
399,,single_family,2022.0,8574 SW 176th Ave,3.0,3.0,,729950.0,,
400,,single_family,2010.0,20991 SW Sister Ln,4.0,3.0,2614.0,615000.0,2021-08-30,515900.0
401,,single_family,1955.0,8575 SW Sorrento Rd,5.0,3.0,9148.0,699900.0,1991-05-29,123000.0
402,,condos,2005.0,8660 SW 147th Ter Unit 102,2.0,3.0,,385000.0,2015-11-12,195100.0
403,,single_family,1934.0,7205 SW Benz Park Dr,3.0,2.0,8276.0,749000.0,2003-05-19,296000.0
404,,single_family,1983.0,1560 SW 187th Ave,2.0,2.0,10019.0,449000.0,2008-07-10,234900.0
405,,single_family,1986.0,14120 SW Tennessee Ln,4.0,4.0,7405.0,699900.0,2018-02-28,533000.0
406,,single_family,1953.0,7645 SW Copel St,3.0,2.0,11761.0,999000.0,2010-04-15,539000.0
407,,single_family,2022.0,4816 SW 179th Ave,3.0,3.0,,599999.0,,
408,,single_family,2017.0,2917 SW 198th Ave,5.0,3.0,5663.0,759990.0,,
409,,mobile,1979.0,100 SW 195th Ave Unit 1,3.0,2.0,,119999.0,,
410,,condos,1987.0,6160 SW Alice Ln Apt 301B,2.0,2.0,,300000.0,2022-03-09,240900.0
411,,single_family,2019.0,9687 SW Ridge Dr,3.0,3.0,7405.0,771000.0,2022-05-10,742800.0
412,,single_family,1993.0,7470 SW 131st Ave,4.0,2.0,13504.0,575000.0,1995-07-20,147000.0
413,,single_family,1968.0,18010 SW Augusta Ln,3.0,1.0,7841.0,469900.0,2019-06-27,322000.0
414,,condos,2022.0,17 SW Buckhorn Dr Unit 1,4.0,3.0,,574990.0,,
415,,single_family,2004.0,6482 SW Fountain Grove Ter,3.0,3.0,4792.0,578000.0,2022-05-05,574000.0
416,,mobile,2004.0,820 SW Williamsburg Way,2.0,2.0,,112900.0,1992-09-20,19450.0
417,,single_family,2018.0,17878 SW Meadowbrook Way,4.0,3.0,3049.0,565000.0,2018-12-04,426500.0
418,,multi_family,1945.0,7275 SW Canyon Ln,5.0,5.0,,980000.0,1999-05-20,250000.0
419,,single_family,2022.0,17683 SW Cobb Ln,5.0,3.0,,849900.0,,
420,,condos,2006.0,15050 SW Mallard Dr Unit 203,1.0,1.0,,299900.0,2015-04-03,145000.0
421,,condos,2009.0,11845 NW Stone Mountain Ln Unit 403,1.0,1.0,,279000.0,,
422,,single_family,1993.0,13665 SW Otter Ln,3.0,3.0,7405.0,769900.0,2001-08-15,285000.0
423,,single_family,1988.0,10585 SW 135th Ave,5.0,3.0,6970.0,799000.0,1987-11-01,25500.0
424,,single_family,1992.0,19584 SW Jessica Ct,4.0,3.0,6098.0,599900.0,2016-06-09,420100.0
425,,single_family,2022.0,8552 SW 176th Ave Lot 9,5.0,3.0,,809950.0,,
426,,single_family,1977.0,7580 SW Erica Pl,3.0,3.0,9583.0,695000.0,2006-11-09,352500.0
427,,townhomes,2001.0,16161 SW Audubon St Unit 103,3.0,3.0,,385000.0,2011-09-30,140000.0
428,,single_family,1960.0,13925 SW Ronald Ct,3.0,2.0,7841.0,485000.0,1992-08-10,78000.0
429,,single_family,1984.0,15418 NW White Fox Dr,4.0,3.0,9148.0,635000.0,2015-08-25,398000.0
430,,single_family,1972.0,11390 SW Cardinal Ter,4.0,3.0,8712.0,749999.0,,
431,,single_family,1996.0,17589 SW Oviatt St,4.0,3.0,6970.0,707000.0,2022-05-02,681600.0
432,,single_family,1947.0,9420 SW Pinehurst Dr,3.0,2.0,7841.0,589000.0,2009-06-12,138000.0
433,,townhomes,2002.0,15562 SW Black Quartz St,2.0,3.0,1307.0,428000.0,2013-11-15,137000.0
434,,single_family,1997.0,16715 NW Pebble Beach Way,4.0,3.0,9148.0,929000.0,2012-03-09,464900.0
435,,land,,11470 SW Allen Blvd,,0.0,13939.0,509000.0,,
436,,townhomes,2007.0,10842 NE Red Wing Way Unit 203,2.0,3.0,,375000.0,2017-07-31,248600.0
437,,single_family,1968.0,18068 SW Sandra Ln,3.0,2.0,7405.0,599991.0,2014-06-26,205000.0
438,,single_family,1957.0,18390 SW Sandra Ln,4.0,3.0,14810.0,695000.0,2017-09-08,452900.0
439,,single_family,1992.0,10980 SW Avocet Ct,4.0,4.0,33541.0,1250000.0,1995-12-01,530000.0
440,,single_family,2005.0,12700 SW 158th Ter,4.0,3.0,2178.0,574900.0,2019-12-26,392000.0
441,,single_family,1977.0,11935 SW Robbins Dr,4.0,3.0,13939.0,699000.0,2017-08-25,437000.0
442,,single_family,1993.0,21809 SW Kristin Ct,3.0,2.0,5227.0,569000.0,2022-04-11,502400.0
443,,single_family,1994.0,10235 SW Snowgoose Pl,5.0,3.0,8276.0,899000.0,2020-06-24,720000.0
444,,single_family,2022.0,4812 SW 179th Ave,4.0,3.0,,609900.0,,
445,,single_family,2022.0,4832 SW 179th Ave,5.0,3.0,,629900.0,,
446,,single_family,2022.0,4848 SW 179th Ave,5.0,3.0,,629900.0,,
447,,single_family,2022.0,4791 SW 179th Ave,4.0,3.0,,609900.0,,
448,,single_family,2022.0,4803 SW 179th Ave,5.0,3.0,,629900.0,,
449,,single_family,2013.0,327 SW 208th Ave,3.0,3.0,4356.0,665000.0,2013-08-30,339623.0
450,,single_family,1986.0,8170 SW Connemara Ter,4.0,3.0,7841.0,700000.0,2000-06-28,230000.0
451,,single_family,1969.0,13225 SW Hart Rd,4.0,2.0,13068.0,699000.0,2017-03-27,460000.0
452,,single_family,1890.0,6923 SW Marlin Ct,4.0,2.0,4356.0,484850.0,2018-02-20,259500.0
453,,mobile,1989.0,863 SW Liberty Bell Dr,3.0,2.0,,139900.0,,
454,,single_family,,20040 SW Gassner Rd,4.0,3.0,60984.0,1350000.0,,
455,,multi_family,1995.0,3920 SW Pinewood Way,6.0,6.0,6999.0,649900.0,2003-10-16,240000.0
456,,single_family,1994.0,202 SW 212th Ave,4.0,3.0,6098.0,648800.0,2017-04-20,390900.0
457,,single_family,1998.0,2315 NW 160th Ave,5.0,4.0,8276.0,825000.0,2008-06-30,500000.0
458,,single_family,2003.0,20632 SW Marimar St,3.0,3.0,2178.0,459900.0,2013-08-09,153000.0
459,,multi_family,1975.0,17354 SW Merlo Rd,10.0,8.0,14999.0,1195000.0,2019-02-08,250000.0
460,,townhomes,2001.0,15581 SW Black Quartz St,3.0,2.0,1307.0,414000.0,2022-04-11,402000.0
461,,single_family,2002.0,15985 SW Catbird Ln,5.0,4.0,7841.0,825000.0,2003-07-11,269000.0
462,,single_family,1955.0,17257 SW Reem Ln,3.0,2.0,5663.0,495000.0,2018-11-29,365000.0
463,,single_family,1945.0,13500 SW 2nd St,2.0,2.0,22216.0,399900.0,2003-05-30,155000.0
464,,single_family,2004.0,8365 SW 195th Pl,5.0,4.0,4356.0,650000.0,2018-04-12,479000.0
465,,townhomes,2002.0,20675 NW Painted Mountain Dr,3.0,3.0,1742.0,439000.0,2018-05-04,281200.0
466,,single_family,2004.0,7693 SW Carrollon Dr,3.0,3.0,5227.0,599999.0,2017-06-30,419000.0
467,,single_family,2000.0,18521 SW Mandy Ct,3.0,4.0,5663.0,649900.0,2020-06-17,468700.0
468,,condos,1970.0,14405 SW 27th Ct,3.0,2.0,,470000.0,2022-04-28,482300.0
469,,single_family,2005.0,19021 SW York St,3.0,3.0,3485.0,575000.0,2016-10-21,395000.0
470,,single_family,2022.0,8508 SW Ravine Dr Lot 17,5.0,3.0,,829950.0,,
471,,multi_family,1969.0,11900 SW Iron Horse Ln,5.0,4.0,9999.0,650000.0,2021-04-26,450000.0
472,,single_family,1960.0,20650 SW Johnson St,3.0,2.0,13068.0,450000.0,1981-02-01,59950.0
473,,single_family,1989.0,16384 NW Charlais St,4.0,3.0,5663.0,699900.0,2000-05-25,205000.0
474,,single_family,1988.0,18410 SW Pheasant Ln,2.0,2.0,9583.0,519500.0,,
475,,single_family,1969.0,19690 SW Jaylee St,3.0,2.0,13939.0,520000.0,1994-02-24,102000.0
476,,condos,2018.0,17182 SW Appledale Rd Unit 404,1.0,1.0,,280000.0,2020-06-16,231000.0
477,,land,,13470 SW Farmington Rd,,0.0,10454.0,599000.0,,
478,,single_family,1997.0,7794 SW Leland Dr,4.0,2.0,8712.0,650000.0,2015-05-27,405000.0
479,,condos,1998.0,14325 SW Barrows Rd,2.0,3.0,,399900.0,2014-12-16,185500.0
480,,single_family,1993.0,8825 SW Goldstone Pl,4.0,3.0,6970.0,685000.0,2022-06-15,700000.0
481,,single_family,1994.0,3520 SW 110th Ave,3.0,3.0,8712.0,629900.0,2021-12-29,590000.0
482,,single_family,2022.0,8876 SW 176th Ave Unit 10,4.0,3.0,4356.0,699950.0,,
483,,single_family,2003.0,20757 SW Skiver St,4.0,3.0,2178.0,485000.0,2022-06-09,490000.0
484,,mobile,1995.0,17476 NW Shady Fir Loop Unit 12,3.0,2.0,,239000.0,,
485,,single_family,1982.0,7736 SW Canyon Ln,4.0,2.0,10890.0,699900.0,1984-07-01,42471.0
486,,single_family,1959.0,13125 SW Burlwood St,3.0,2.0,8712.0,604000.0,2022-04-20,540000.0
487,,single_family,1981.0,4160 SW 205th Ave,3.0,2.0,8276.0,554000.0,2022-03-29,517200.0
488,,mobile,1979.0,100 SW 195th Ave Unit 189,2.0,2.0,,149995.0,1992-07-01,26000.0
489,,single_family,1963.0,7295 SW 68th Ave,3.0,2.0,9148.0,614000.0,2022-03-17,563000.0
490,,single_family,2006.0,16441 SW Goldview Way,5.0,3.0,5227.0,799000.0,2007-05-31,525000.0
491,,land,,Sw Waterleaf,,0.0,,429000.0,,
492,,single_family,1964.0,6865 SW Briarcliff Cir,3.0,2.0,6534.0,554900.0,2022-02-25,418000.0
493,,single_family,1985.0,3579 NW Paisley Ct,3.0,3.0,8712.0,649000.0,2022-06-06,683000.0
494,,multi_family,1998.0,4236 SW Laducer Pl,11.0,8.0,14999.0,1395000.0,1998-12-30,113000.0
495,,land,,4425 SW 109th Ave,,0.0,8712.0,499900.0,2010-03-24,170000.0
496,,single_family,1990.0,7560 SW 157th Ave,3.0,3.0,6970.0,554900.0,2002-11-04,194000.0
497,,single_family,2001.0,16575 SW Red Rock Ct,5.0,4.0,15246.0,849000.0,2021-11-12,839500.0
498,,single_family,2007.0,21646 SW Susan Ln,5.0,3.0,5227.0,769900.0,2007-12-21,422427.0
499,,single_family,2022.0,8890 SW 176th Ave,4.0,3.0,4356.0,695950.0,,
500,,single_family,2022.0,8906 SW 176th Ave,4.0,3.0,4792.0,695950.0,,
501,,townhomes,1981.0,6760 SW 180th Ave,3.0,2.0,3920.0,444900.0,2021-07-23,362500.0
502,,single_family,1993.0,16190 NW Spyglass Dr,3.0,3.0,5227.0,675000.0,2022-05-26,728000.0
503,,land,,3160 SW 182nd Ave,,0.0,8276.0,335000.0,2018-01-31,235000.0
504,,condos,1998.0,10690 SW Davies Rd Unit 50,2.0,1.0,,265000.0,2016-09-30,149000.0
505,,single_family,1988.0,16038 SW Old Oak Dr,3.0,2.0,4356.0,548900.0,2022-06-10,555000.0
506,,land,,17775 SW Baseline Rd,,0.0,47480.0,800000.0,2005-05-12,600000.0
507,,single_family,2022.0,8547 SW Hamilton Ter,4.0,3.0,,779950.0,,
508,,single_family,1977.0,1775 SW Pheasant Dr,3.0,3.0,10019.0,699000.0,2005-09-30,359900.0
509,,condos,2022.0,9 SW Strobel Ln Unit 1,5.0,4.0,,624990.0,,
510,,single_family,1973.0,18029 NW Faye Ct,3.0,2.0,3920.0,462000.0,2022-03-14,421000.0
511,,single_family,1962.0,2730 SW West Point Ave,4.0,4.0,13504.0,1795000.0,,
512,,single_family,1969.0,2030 SW 195th Ave,3.0,1.0,7841.0,360000.0,,
513,,townhomes,2005.0,2337 NW Roseburg Ter,2.0,3.0,1742.0,435500.0,2019-12-20,315000.0
514,,single_family,2019.0,15618 SW Wren Ln,6.0,4.0,4792.0,799900.0,2019-07-24,574995.0
515,,land,,425 SW Devonwood Ave,,0.0,10454.0,400000.0,1986-12-01,46500.0
516,,single_family,2013.0,,4.0,3.0,3485.0,619900.0,2013-12-13,279995.0
517,,single_family,1993.0,20137 SW Inglis Dr,5.0,3.0,43560.0,1788111.0,1993-02-09,85000.0
518,,single_family,1971.0,13125 SW Butner Ct,4.0,2.0,8276.0,414000.0,,
519,,condos,1984.0,15000 SW Farmington Rd Apt 45,2.0,2.0,,315000.0,,
520,,single_family,2000.0,16445 SW Loon Dr,4.0,3.0,6098.0,799900.0,2016-04-19,511000.0
521,,land,,122 NW 152nd Ave,,0.0,7405.0,350000.0,,
522,,single_family,2022.0,19744 SW Alderview Ct,5.0,3.0,4792.0,865500.0,,
523,,single_family,2022.0,19726 SW Alderview Ct,5.0,3.0,5227.0,850000.0,,
524,,single_family,2019.0,12170 SW 173rd Ter,4.0,4.0,4356.0,1050000.0,,
525,,single_family,2022.0,SW Silvertip St,4.0,3.0,,849000.0,,
526,,single_family,2022.0,SW Silvertip St,4.0,3.0,,837000.0,,
527,,single_family,2022.0,SW Silvertip St,3.0,3.0,,813000.0,,
528,,single_family,2022.0,SW Silvertip St,2.0,3.0,,792000.0,,
529,,single_family,2022.0,SW Silvertip St,3.0,4.0,,810000.0,,
530,,single_family,2022.0,SW Silvertip St,3.0,2.0,,733000.0,,
531,,single_family,2022.0,SW Silvertip St,3.0,3.0,,816000.0,,
532,,single_family,2022.0,SW Silvertip St,3.0,3.0,,807000.0,,
533,,single_family,2022.0,SW Silvertip St,5.0,3.0,,917000.0,,
534,,single_family,2022.0,SW Silvertip St,3.0,3.0,,765000.0,,
535,,single_family,1983.0,7075 SW 160th Ave,3.0,2.0,7841.0,544000.0,2022-02-22,525000.0
536,,single_family,1957.0,18235 SW Blanton St,3.0,2.0,8276.0,495000.0,2021-10-19,498000.0
537,,condos,2022.0,16 SW Buckhorn Dr Unit 2,3.0,2.0,,486990.0,,
538,,townhomes,2002.0,17387 SW Novato Ln,3.0,3.0,3049.0,400000.0,2020-05-26,325000.0
539,,single_family,1979.0,9690 SW Hialeah Dr,3.0,2.0,8712.0,594000.0,2022-02-18,619000.0
540,,single_family,1950.0,3275 SW 170th Ave,3.0,2.0,10019.0,404000.0,2022-02-14,392600.0
541,,mobile,2005.0,17620 SW Bunker Oak Rd,4.0,2.0,,180000.0,,
542,,single_family,2022.0,2728 SW 178th Ave,4.0,4.0,,675300.0,,
543,,single_family,1974.0,18600 SW Castle Dr,3.0,2.0,8712.0,534000.0,2017-10-13,335000.0
544,,single_family,2022.0,8240 SE Blanton St,3.0,3.0,,579950.0,,
545,,single_family,2016.0,17674 SW Aidan Ct,3.0,3.0,2614.0,550000.0,2016-06-29,329900.0
546,,land,,3011 SW 170th Ave,,0.0,142006.0,3780000.0,,
547,,condos,2022.0,16 SW Buckhorn Dr Unit 1,4.0,3.0,,562990.0,,
548,,single_family,2022.0,8222 SE Blanton,3.0,3.0,,576990.0,,
549,,single_family,1963.0,7985 SW West Slope Dr,4.0,3.0,13504.0,808000.0,2021-09-29,731900.0
550,,single_family,2022.0,8194 SE Blanton St,3.0,3.0,,554950.0,,
551,,single_family,2022.0,8204 SE Blanton St,3.0,3.0,,552950.0,,
552,,condos,2022.0,15 SW Buckhorn Dr Unit 1,4.0,3.0,,549990.0,,
553,,single_family,1998.0,19093 SW Christopher Dr,3.0,3.0,5227.0,468000.0,2021-10-20,432500.0
554,,single_family,1982.0,15119 SW Barcelona Way,3.0,2.0,4792.0,515000.0,1998-10-09,145000.0
555,,condos,2022.0,10 SW Buckhorn Dr Unit 2,3.0,3.0,,470990.0,,
556,,townhomes,2022.0,10 SW Buckhorn Dr Unit 1,5.0,3.0,,600990.0,,
557,,condos,2022.0,10 SW Buckhorn Dr Unit 3,3.0,3.0,,516990.0,,
558,,land,,SW 175th Ave,,0.0,435600.0,4000000.0,,
559,,condos,2022.0,19 SW Sugarloaf Ln Unit 2,3.0,2.0,,464990.0,,
560,,single_family,1955.0,10720 SW Walker Rd,3.0,2.0,16117.0,435000.0,,
561,,condos,2022.0,20 SW Sugarloaf Ln Unit 2,3.0,2.0,,441990.0,,
562,,condos,2022.0,22 SW Sugarloaf Ln Unit 1,4.0,3.0,,535990.0,,
563,,condos,2022.0,22 SW Sugarloaf Ln Unit 2,3.0,2.0,,434990.0,,
564,,single_family,1980.0,11639 SW Champlin Ln,3.0,2.0,89734.0,,2005-01-13,395000.0
565,,land,,SW Emerald Vw,,0.0,5227.0,260000.0,,
566,,farm,,7385 SW 189th Ave,,0.0,229126.0,1750000.0,1990-09-19,135000.0
567,,single_family,1955.0,15095 SW Weir Rd,6.0,3.0,56192.0,1095000.0,1997-04-02,340000.0
568,,single_family,1953.0,6365 SW 185th Ave,3.0,1.0,20909.0,549900.0,1996-08-28,121500.0
569,,condos,2006.0,10866 NE Red Wing Way Unit 102,1.0,1.0,,225000.0,2007-02-12,138714.0
570,,single_family,2021.0,7985 SE Roaring Ln,3.0,3.0,,518950.0,,
571,,single_family,1929.0,2330 SW 170th Ave,3.0,1.0,11761.0,525000.0,2003-10-10,191000.0
572,,land,,3140 SW 209th Ave,,0.0,131116.0,4000000.0,,
573,,single_family,1985.0,6060 SW 190th Ave,3.0,2.0,75359.0,650000.0,1998-03-20,245000.0
574,,single_family,1935.0,7400 SW Hall Blvd,2.0,1.0,42253.0,725000.0,2007-02-05,385000.0
575,,land,,4622 SW 229th Ave,,0.0,528818.0,1100000.0,,
